k,original,galerkin,wavelet_db32,standard_p4,hybrid_N12_p4_int64
1583.0,3.9306493484273537e-28,3.710009841018946e-28,0.009307057600200112,0.6712111094593908,0.5006914757388294
1584.0,3.4311845790399243e-28,3.0672893972089845e-28,0.008682388953442482,0.6669137305330521,0.49368453984817734
1585.0,3.972089006380801e-28,3.8808141285192653e-28,0.008941690858849825,0.6733588141031285,0.49851158046425537
1586.0,4.0092555000963034e-28,3.6918972971917476e-28,0.008483274742460828,0.6674690542170879,0.49832842439920677
1587.0,3.911192835612985e-28,3.60697982528091e-28,0.008501556979727945,0.6640530258370725,0.4917761304618991
1588.0,3.708713394117406e-28,3.342043168700646e-28,0.008486944876332156,0.6672335701325208,0.4921822963251601
1589.0,3.8047558859370565e-28,3.5725794537955873e-28,0.008177807717224114,0.6643633802768523,0.4888623450085202
1590.0,3.7690246855937885e-28,3.5249847411057345e-28,0.008377489971033061,0.6609744130790878,0.4858899862754341
1591.0,3.950495704470385e-28,3.7309107942988813e-28,0.007908568826294893,0.6582146511554058,0.4856425065350858
1592.0,3.6459552502924527e-28,3.275396241861092e-28,0.008041683939753541,0.6598644191213971,0.4872927568590268
1593.0,4.096751538440372e-28,4.007252413561721e-28,0.007938191581103001,0.6583577275539281,0.4861701217822937
1594.0,4.23910248514204e-28,3.8702954119983158e-28,0.007552065941903725,0.6603214608258415,0.48054809607086446
1595.0,4.485193026986138e-28,4.285445914783739e-28,0.007845851624213074,0.6582402731665765,0.48311351678958586
1596.0,5.280399428104417e-28,4.68881490781807e-28,0.007434040873841194,0.657191367556094,0.48261831415662365
1597.0,6.909828304574439e-28,6.037933288060551e-28,0.007551146530376342,0.6567485133279597,0.4800534985935755
1598.0,7.565983332451896e-28,7.297923176427919e-28,0.007415355259245656,0.6524385310654165,0.48134483232318465
1599.0,8.35422173310744e-28,7.478567909454653e-28,0.007201224464115407,0.6486098936633788,0.47653043776552584
1600.0,3.8735202063888605e-28,3.750994553672867e-28,0.007315118086820255,0.6560178350105129,0.48098847543707124
1601.0,6.700131178583917e-28,6.2202520455965415e-28,0.007031018501435121,0.650365726239061,0.47706162820800585
1602.0,6.577065329280269e-28,6.651211881136449e-28,0.0071592617004999715,0.6535252284502389,0.4833227092187583
1603.0,6.839566478666032e-28,5.41876848923229e-28,0.0069287151629509455,0.6517100742561326,0.4755845348685272
1604.0,4.359447944131503e-28,4.582946394989739e-28,0.006909263171131791,0.6528114926298406,0.4757057080381986
1605.0,4.987742397194e-28,4.532539300340135e-28,0.006796394568775712,0.6543191577249465,0.4796362248800851
1606.0,4.008288464370173e-28,3.8956862360364075e-28,0.006656776773184923,0.6541577331219101,0.47816253225813876
1607.0,4.699111289414508e-28,3.9473640503103217e-28,0.00673206664829855,0.65308770248489,0.4840123992861589
1608.0,3.3972028093379243e-28,3.2829832834224513e-28,0.006495853205417991,0.6483033434569918,0.47834727179733894
1609.0,4.166847217017283e-28,3.987850228105604e-28,0.00654429740843133,0.6497304916672969,0.4811601236358438
1610.0,3.8286849508923397e-28,3.490775775948622e-28,0.006439710908717374,0.6497442124057919,0.4802897136020692
1611.0,3.7488113383959235e-28,3.5658023988845726e-28,0.0062691183918725,0.6492547369283824,0.48159833523762935
1612.0,3.5281627858600864e-28,3.3456233564249795e-28,0.006381241578326836,0.6518544819158356,0.47951720050459135
1613.0,3.784710268867636e-28,3.625222005786934e-28,0.0061328801983654094,0.6474349615206546,0.4774587649050803
1614.0,3.862547030632166e-28,3.810533050825025e-28,0.006299810224904712,0.6505943431623552,0.4829791090957298
1615.0,3.9256945966251726e-28,3.7827911410160207e-28,0.006066627189323381,0.6551762700008987,0.48549323204477596
1616.0,3.1850601880984965e-28,3.0563471020280042e-28,0.006023365948313524,0.6497466302787143,0.482911178773086
1617.0,3.7895236657029003e-28,3.7335632594262797e-28,0.006023708946976226,0.6523846943673531,0.48804612112855605
1618.0,3.7398752529750183e-28,3.5865190070092787e-28,0.005850606726232844,0.649909931270206,0.4863310207621533
1619.0,3.746541326112202e-28,3.593045231581953e-28,0.005965833239695797,0.6479144753140526,0.4850559121434157
1620.0,3.340455272826844e-28,3.221215957116973e-28,0.005713050902842056,0.6471731278365819,0.4791291622817144
1621.0,3.474176556486428e-28,3.5735547005459046e-28,0.005727479243896182,0.6502629389402236,0.4871107205839095
1622.0,3.506404644036164e-28,3.4058515467560662e-28,0.005617945687774435,0.6443569530794907,0.47959460136650334
1623.0,3.644491677293888e-28,3.5722884011179186e-28,0.005535339186927449,0.6443053261041153,0.48190156496146813
1624.0,3.16391569820437e-28,3.0072510487734305e-28,0.005681537212325641,0.6478587389246138,0.4850869584647432
1625.0,3.568549316104076e-28,3.5118530994817404e-28,0.005455277234671857,0.6460515557217389,0.4857289280493291
1626.0,3.4949773226296487e-28,3.392667125804205e-28,0.005436898019452402,0.6420618773189903,0.4809135528029701
1627.0,3.6617131488726595e-28,3.625458814270705e-28,0.005440421955669152,0.6422884225216505,0.4840334405088583
1628.0,3.564123795956302e-28,3.394544149064369e-28,0.005321635575650177,0.6438324967047059,0.4847620010952374
1629.0,3.9723709995723067e-28,3.9570812782076643e-28,0.005342848075952917,0.6413845536959518,0.4846984317718928
1630.0,4.322006673136629e-28,4.1464113461769655e-28,0.005212325865967088,0.6392280928383269,0.4845734930525923
1631.0,4.4342397385263255e-28,4.333026036668593e-28,0.005334272889671207,0.6382616625688992,0.4832039505789607
1632.0,3.365441675702234e-28,3.275148088651578e-28,0.005183725329252234,0.6412052997331802,0.4871965275188327
1633.0,4.232677909195765e-28,4.270077790247242e-28,0.005195210921141674,0.6366505702711236,0.4838264380401679
1634.0,4.376768250854685e-28,4.061546279037183e-28,0.005105515341703583,0.6409957123608784,0.48515787589104703
1635.0,4.010816943667318e-28,4.107644030831127e-28,0.005065272776537551,0.6397239717524172,0.483995065917414
1636.0,3.5878757083748543e-28,3.538658520470023e-28,0.005100109133675542,0.6392245269846906,0.4827856398602264
1637.0,3.67311869509323e-28,3.517677114906002e-28,0.004941258551649499,0.6390885571936963,0.48210682410115296
1638.0,3.573261550045034e-28,3.4407923095666104e-28,0.004939256909450065,0.6365829290905495,0.4736416168902556
1639.0,3.5613440148277913e-28,3.498597585847898e-28,0.004845213926925988,0.6362540163777853,0.4767214017563767
1640.0,3.224860198391715e-28,3.036257015286468e-28,0.0048395197385532876,0.6356166037091413,0.47962604936028297
1641.0,3.5366196492566234e-28,3.493290085102844e-28,0.004862344798247519,0.6334392640760629,0.47537480690190337
1642.0,3.459655906732533e-28,3.3485838813942855e-28,0.004771593436624637,0.6360614283592815,0.4719597819256423
1643.0,3.5672098834053624e-28,3.6350407554017753e-28,0.004740488661235932,0.6338586771400678,0.4719730052218811
1644.0,3.352121899807924e-28,3.3038704228176936e-28,0.004760768082310149,0.6347601435530102,0.466504451076886
1645.0,3.5933094419087016e-28,3.641498422146672e-28,0.004671444646730818,0.6302230443364398,0.46912115417761485
1646.0,3.8612904002333994e-28,3.652054963524457e-28,0.004666111256792376,0.6348585813047333,0.4724553708712655
1647.0,3.795912084142425e-28,3.6521460682222596e-28,0.004564356375285739,0.6333970822745894,0.47326656435759157
1648.0,3.215140216448001e-28,3.092290739887714e-28,0.004672685467765606,0.6310882370830189,0.4645227567194563
1649.0,3.741736706183451e-28,3.6758459066511276e-28,0.004579230051611553,0.6317472850030826,0.47166191103577093
1650.0,3.9354652963444895e-28,3.715903490117342e-28,0.004518998291148208,0.6302401373669605,0.46808651028510484
1651.0,3.7047668896425147e-28,3.719986726096199e-28,0.004518236039600174,0.626295131278994,0.4627788213791322
1652.0,3.518480077039876e-28,3.3980967749380435e-28,0.00444988635466582,0.6286264059139013,0.46370605641409496
1653.0,3.771414122049132e-28,3.6315285345131608e-28,0.004462987643311927,0.6277605484330779,0.4631985821883199
1654.0,3.7616739662827073e-28,3.6873808164932633e-28,0.004365235562755233,0.6241122704770063,0.46005801330562285
1655.0,4.049419777909615e-28,3.8367665092093454e-28,0.004372092583292079,0.6229417152427361,0.46026728968998576
1656.0,3.8063556959194615e-28,3.364427872421017e-28,0.004356729334126021,0.6241627791097575,0.4606513803782893
1657.0,4.079687662269888e-28,4.033224586234306e-28,0.004334713687136832,0.6226456922963743,0.46018379347407107
1658.0,4.419318456191733e-28,4.204285609132926e-28,0.004271442572405559,0.6238028194779071,0.4544550565689463
1659.0,4.85350238653335e-28,4.78974802516632e-28,0.004208058150514132,0.6187862327351838,0.45663743984187827
1660.0,6.143260214753606e-28,5.484321820303502e-28,0.004209632187287222,0.6215038041796594,0.4573458137258419
1661.0,7.047439881856157e-28,7.057666700164943e-28,0.004226835210773747,0.6198367665535246,0.45436619129601946
1662.0,8.792649532657036e-28,9.082561919234876e-28,0.004177463373526767,0.6131516509567465,0.4536495781434835
1663.0,1.0825036753570993e-27,8.10387136508324e-28,0.004091962831857469,0.6081297343208026,0.44823855689750763
1664.0,4.9095524381437425e-28,4.577262803516521e-28,0.004062676577507347,0.6087510897095725,0.4487479776300799
1665.0,9.640196039446838e-28,8.110366269130624e-28,0.004128597698706987,0.6081056123248962,0.44833021377568266
1666.0,8.794411280629113e-28,9.421754213044959e-28,0.004027709296000429,0.6129508142682633,0.45318577102029367
1667.0,7.662419008031433e-28,7.095932648608814e-28,0.0040317022512954236,0.6126748406473345,0.4497986198019818
1668.0,6.519194889151993e-28,5.372960203453038e-28,0.003963987641290632,0.6157159242851875,0.45311446519654913
1669.0,4.935670151984044e-28,5.2065286810642325e-28,0.0040077876867447215,0.6155980248902,0.448720131601283
1670.0,4.719221785379362e-28,4.310667861973944e-28,0.003995965563128904,0.6162952220108917,0.45262778089069833
1671.0,4.149307397156719e-28,4.124534185051393e-28,0.00392151762845871,0.614729624733841,0.4551568133317406
1672.0,4.133807866870999e-28,3.5418540224493713e-28,0.003935979795949489,0.6139792785206203,0.453076569113732
1673.0,4.085095675972447e-28,3.9987024121542105e-28,0.003873160625279345,0.610133828668752,0.4521197112517835
1674.0,3.910373539807781e-28,3.8486939686431713e-28,0.003922305435401411,0.6165516269887048,0.45435742075541347
1675.0,3.833353515005146e-28,3.9069424845033937e-28,0.003867673801048858,0.6113421717394065,0.45211034207201906
1676.0,3.6824443883362597e-28,3.503925453592579e-28,0.0037893023875217907,0.6153770162414578,0.4552183501515769
1677.0,3.7770632154783993e-28,3.879616145204158e-28,0.003845569463663856,0.6122207747206548,0.4516312670760056
1678.0,3.887663205939753e-28,3.765793956457938e-28,0.0037639846047570896,0.6146168509798884,0.45534800869524306
1679.0,3.9103838969394963e-28,3.9484561761992716e-28,0.0038191389455354673,0.6204444480441267,0.4597815838635578
1680.0,3.249235625765354e-28,3.2060710458573428e-28,0.00373917299658501,0.6167007412092445,0.4587292378876667
1681.0,3.755256971536879e-28,3.8271101514148257e-28,0.003710895664553346,0.6234010069256546,0.4654047179743756
1682.0,4.0081393795376864e-28,3.7916220591897602e-28,0.003833872069523075,0.6209428808336735,0.4601168837964314
1683.0,3.6864695011843305e-28,3.6755252587546663e-28,0.0036579967413487673,0.6149083125585838,0.4597450725166953
1684.0,3.427844697135635e-28,3.355459286506492e-28,0.003719835292567326,0.6200700027258137,0.45808977647606114
1685.0,3.552777144435669e-28,3.565809144446794e-28,0.0036485446083161562,0.6155997536470451,0.4575078553071432
1686.0,3.492182860279616e-28,3.39764982804174e-28,0.0036547134469992405,0.6150884713632362,0.45522219701674355
1687.0,3.620167476610722e-28,3.5904667923164697e-28,0.003693715215308252,0.6145097288941893,0.4581141080253716
1688.0,3.1627446375059545e-28,3.0066322671798423e-28,0.0035872384437269076,0.6183984282340518,0.46128043771395405
1689.0,3.6544912453460338e-28,3.5461931433677254e-28,0.0036042280328645506,0.614629183002137,0.4604836323982178
1690.0,3.555293409834322e-28,3.4631459267076114e-28,0.003610667468874049,0.6128108787136317,0.4563752377018227
1691.0,3.613293786650137e-28,3.5982327748181953e-28,0.0035318270332335405,0.615706791163011,0.46024633182891
1692.0,3.647561615988564e-28,3.5530511466406845e-28,0.0035650256008402455,0.6175813928917332,0.4611094656348844
1693.0,3.9183806126351373e-28,3.961336641778764e-28,0.003468571500145667,0.6145549677834775,0.46216302577178775
1694.0,4.124206359334948e-28,4.120945700167478e-28,0.0035248686370028376,0.6156599477629203,0.4623350514658914
1695.0,4.095622574933456e-28,4.139613415701182e-28,0.003524922833771978,0.6112375899269071,0.4596691250884541
1696.0,3.3841016860034216e-28,3.236669645148041e-28,0.0034332409761487787,0.6165798661017666,0.4613536814663481
1697.0,4.124195911983451e-28,4.162707182940964e-28,0.003452405985015109,0.6115037517094339,0.4606619046765943
1698.0,4.243064815913761e-28,4.0078777693765836e-28,0.003405578907645893,0.6144344236323233,0.460380842544775
1699.0,4.010668882398806e-28,4.0281645370485024e-28,0.0034568079740223,0.6157289189089341,0.46033492415727095
1700.0,3.5174359735568885e-28,3.456363314518514e-28,0.0033926549197591405,0.6144376300354002,0.45851486314470224
1701.0,3.643466895430989e-28,3.513850816059173e-28,0.0033388677845308133,0.6130181334288584,0.45574481823879887
1702.0,3.4918937499034323e-28,3.5100311600903587e-28,0.0033699147135779718,0.6138097159914068,0.4499403092464787
1703.0,3.5474780164147704e-28,3.54015734076652e-28,0.003336367571552972,0.6136901414395141,0.4551192598789408
1704.0,3.1131244640810345e-28,3.037737253589479e-28,0.0033735455856849566,0.6166797935858362,0.4565882402391073
1705.0,3.6066233725093747e-28,3.5898858836976293e-28,0.003313113473375911,0.6123593703367021,0.45023343977165753
1706.0,3.389641991992421e-28,3.385269341882858e-28,0.0032761445235126056,0.6161137859675477,0.449822692221791
1707.0,3.486322939526034e-28,3.4641572637166843e-28,0.0032952423688028545,0.6146924964734273,0.44723933662125803
1708.0,3.4010686293029025e-28,3.3839075443649738e-28,0.003255401652697569,0.6137854431344545,0.4425347396125073
1709.0,3.573051678085934e-28,3.553881889936082e-28,0.0032401201364863235,0.6117987569506659,0.44973331042422926
1710.0,3.663955188142236e-28,3.624573908737584e-28,0.0032521950497405045,0.6182809152261171,0.4510582731178195
1711.0,3.798849766990408e-28,3.8225810719016924e-28,0.0032194811402285885,0.6169521304174365,0.4533107194661495
1712.0,3.1893863716750833e-28,3.095717335408613e-28,0.00325526068210746,0.6141872570826685,0.4444506811918519
1713.0,3.6739654022728935e-28,3.6742704824498806e-28,0.003186036656479074,0.6141057775354366,0.4482458263072537
1714.0,3.667524184877585e-28,3.6219615515578173e-28,0.003154820982959719,0.6134112099125574,0.44790313354133543
1715.0,3.6399568720067287e-28,3.6305433752844527e-28,0.0031765610333266436,0.6085460483361341,0.44115143054873157
1716.0,3.473343119733516e-28,3.4089096792630846e-28,0.0031939024974935028,0.6137267633979964,0.44323030843690453
1717.0,3.6573296663096673e-28,3.7528308654267375e-28,0.003177763638286366,0.6116368849850149,0.4400301244780631
1718.0,3.5156128603865744e-28,3.579363502613396e-28,0.0031489250448159785,0.6101931126223005,0.439441838875575
1719.0,3.6090881006940226e-28,3.5915638130931737e-28,0.003102520024482164,0.607439983991197,0.4397293756950949
1720.0,3.2982548481518967e-28,3.2697492387610314e-28,0.0031454681821173514,0.6089591965903268,0.44003960613502846
1721.0,3.677296664541034e-28,3.791712322969585e-28,0.00305089434338062,0.6056636824180432,0.43688827850208
1722.0,3.694500507466978e-28,3.7282821001677007e-28,0.003114435069213351,0.6106279111240195,0.43574327597605894
1723.0,4.182492851256836e-28,4.333232752934204e-28,0.0030817085173276363,0.6085359293819846,0.43631268344945306
1724.0,4.49110271721398e-28,4.525382909981954e-28,0.0030855303450200476,0.6098127582555128,0.43702630789094427
1725.0,5.5997522247502835e-28,5.424778757781598e-28,0.0030791526865016055,0.6070737997697815,0.43386957611513216
1726.0,6.365821312999957e-28,6.265306263261286e-28,0.003016009738213159,0.6007188411940751,0.4326157551928402
1727.0,6.209549423375804e-28,5.98603432565407e-28,0.003017418800792547,0.5998231604182319,0.4295288573709801
1728.0,3.890788582723848e-28,3.790099516263869e-28,0.0030034682602872887,0.6019810617635,0.43060960750055766
1729.0,5.947358846547283e-28,6.159110423459778e-28,0.003054534042762194,0.6054300484790971,0.4349164135680442
1730.0,7.613742634416742e-28,6.1891956739516e-28,0.003010529263279412,0.6055880706788114,0.43620640873820576
1731.0,5.619353058470873e-28,5.594093628379574e-28,0.0029638416604146805,0.6071184243989829,0.4304788039500717
1732.0,5.343201908764082e-28,4.621009224538969e-28,0.0029968328814045666,0.6057164272946001,0.4317907502118468
1733.0,4.358533376334758e-28,4.32350484719382e-28,0.002981766620720876,0.6057818622851783,0.4304273939228378
1734.0,3.884741414390101e-28,3.7688614934631327e-28,0.002969262702799827,0.6082519955479104,0.4354182821103707
1735.0,3.870456744847694e-28,3.830066389177461e-28,0.002969755775527837,0.604764293149293,0.4353941065938465
1736.0,3.4015806921244983e-28,3.2669005456646677e-28,0.0028951245403033184,0.6033155302649971,0.4321727901606415
1737.0,3.759367563980703e-28,3.855836972985894e-28,0.002963590037438183,0.6035716899223211,0.434263812312766
1738.0,3.7016154459352774e-28,3.5922576769048843e-28,0.002897565556429131,0.6057182504907742,0.435832287492859
1739.0,3.677417117168123e-28,3.6616649105640024e-28,0.002858746410427919,0.6027569705599953,0.4323542633334933
1740.0,3.556888996483499e-28,3.577221063623172e-28,0.0028707244927750463,0.6069802689496424,0.43309030274563504
1741.0,3.8271798331779307e-28,3.832257332832465e-28,0.002862766167323192,0.6033798770604009,0.4331562468022574
1742.0,3.808471786418757e-28,3.7873972784213114e-28,0.0028730795129020027,0.6081987707254379,0.43671420129643296
1743.0,3.7452721360202105e-28,3.7549836548735347e-28,0.0028168678831123097,0.6125587794937585,0.43713111000172594
1744.0,3.2492015841049294e-28,3.143254560825759e-28,0.0027939410185662773,0.6094729319969963,0.4392517843368926
1745.0,3.820717442061254e-28,3.837593823968277e-28,0.002817093211784454,0.6075457835934458,0.43967138838142206
1746.0,3.71031178363643e-28,3.759996174681542e-28,0.0028010816459815664,0.6084254944821847,0.4388087728731438
1747.0,3.6761149474953764e-28,3.648749274497413e-28,0.0028140941969877907,0.6047439160613429,0.4356590004359311
1748.0,3.4221420221182925e-28,3.4124350428202715e-28,0.0027646319947919667,0.6053664978671073,0.4343463033100042
1749.0,3.6339383093772254e-28,3.5803262116409558e-28,0.0027605285427519622,0.6062659361177773,0.4346205166941207
1750.0,3.4688670887872905e-28,3.534014814563012e-28,0.0027828151251593192,0.6040329183201065,0.4325823312981285
1751.0,3.491959523123805e-28,3.5020135644627417e-28,0.0027385521610977658,0.6034695373142189,0.4354117215246965
1752.0,3.0990485235594055e-28,3.061445638018327e-28,0.0027528216251597225,0.6080710772986359,0.4362841905980094
1753.0,3.551444942159372e-28,3.577307115147681e-28,0.0027314549761565453,0.6060240467177515,0.43732115469565325
1754.0,3.5168859277309473e-28,3.523129745642893e-28,0.0027363493758049274,0.6016005945216856,0.4337510308053937
1755.0,3.607542586496283e-28,3.6859339488842654e-28,0.002735740628251364,0.6025913322825296,0.43689928601170563
1756.0,3.512957642276034e-28,3.5592994375408792e-28,0.00269374892913086,0.6060433316029922,0.437272509784086
1757.0,3.932993133524228e-28,4.053138713038336e-28,0.002660920746092143,0.6024085700631976,0.4365070716589299
1758.0,4.399989659081263e-28,4.202631782230197e-28,0.002694147580934836,0.6010306429042606,0.43639960373877706
1759.0,4.204977722470113e-28,4.130154409619876e-28,0.0026683075805105,0.6006903019025621,0.4376437242493829
1760.0,3.445390998458465e-28,3.3135489620242117e-28,0.002663622618735308,0.6023884986902971,0.4361644202938326
1761.0,4.153352731455838e-28,4.102441205273173e-28,0.002630988462759599,0.5991575054086227,0.4373358070366224
1762.0,4.405966449564103e-28,4.310965737053421e-28,0.0026709684935146793,0.6043533891876101,0.4369285606764331
1763.0,4.0344087654316725e-28,4.111918535449553e-28,0.002659827300864035,0.6018483187106813,0.4336746933411895
1764.0,3.5932808451866274e-28,3.582928496466363e-28,0.002600681923740322,0.605440792465424,0.4373095811398561
1765.0,3.799693397526622e-28,3.704385998375395e-28,0.0026227169868287908,0.6025215474738631,0.43233525375131066
1766.0,3.595310464908617e-28,3.543461552440145e-28,0.0026338621855280086,0.6030544783739349,0.42693358568415474
1767.0,3.6272320161533427e-28,3.612360816877766e-28,0.0026210583324847397,0.6002998811070845,0.4308339836691487
1768.0,3.2503742791868397e-28,3.177456296901237e-28,0.002605676378611617,0.6028731822189723,0.4331778120028823
1769.0,3.5602230687545154e-28,3.5211172420115494e-28,0.002583069539336614,0.5953559265055655,0.42623967692040216
1770.0,3.581754262129746e-28,3.577084365907038e-28,0.002582901446700635,0.601726180199368,0.4243223576963206
1771.0,3.6141330543773023e-28,3.633439335545475e-28,0.0025923556178587804,0.598284061517543,0.4225903283664724
1772.0,3.5884397667617542e-28,3.465278804237455e-28,0.002569465377274159,0.5988673254756258,0.41949747833642226
1773.0,3.6947959577094584e-28,3.742501170335693e-28,0.002556493557591304,0.5960689664344243,0.42254494797101566
1774.0,3.966834781927856e-28,3.8600194749378874e-28,0.002520667468956852,0.5997837653575909,0.4216576953852755
1775.0,3.8073675111488897e-28,3.8870952495196034e-28,0.0025430247704153735,0.5999652557603666,0.42543136887459426
1776.0,3.3662235535027516e-28,3.31256273004537e-28,0.002539624940758553,0.5968361406996031,0.41967844117305636
1777.0,3.885924724867037e-28,4.03425248067948e-28,0.002494508495956059,0.5988652382254671,0.4252233295768516
1778.0,4.057062232199967e-28,3.97727511210858e-28,0.0025339238509533833,0.5970900231253722,0.4202550430447509
1779.0,3.9054714740867843e-28,3.9405364582967848e-28,0.002513840998171467,0.594492182179766,0.4155715809192623
1780.0,3.6615238095039814e-28,3.723070175113364e-28,0.0025127251987678385,0.5969312289576568,0.4195769591775157
1781.0,4.0374551091342375e-28,4.135244340656472e-28,0.0024770078733634252,0.5931488365397533,0.4151013051609042
1782.0,4.063997637911774e-28,4.0288092791002163e-28,0.002432919880250002,0.5922365282860764,0.41093371341187585
1783.0,4.2025229791896815e-28,4.359556667325167e-28,0.0024872101444693272,0.5895620510581204,0.4129642377186827
1784.0,4.00664748487933e-28,3.923321321915378e-28,0.0024554569187986196,0.5910689883892771,0.4114735055254118
1785.0,4.678709460772684e-28,4.636041995389031e-28,0.002446289446847549,0.5898101411836778,0.4121909765703474
1786.0,5.112701418447458e-28,5.051594783298287e-28,0.0024003516858182505,0.588813944237073,0.4077488883797787
1787.0,5.88949357601585e-28,6.328252639853957e-28,0.002408603613675082,0.5887522332121183,0.41047213408274513
1788.0,8.457031982275549e-28,8.261973317148103e-28,0.002438530702277161,0.5915160827849999,0.409347931554643
1789.0,1.0090831332227276e-27,1.0608860558795213e-27,0.0023878734297553203,0.5859389108922902,0.40836990841869636
1790.0,1.4218364495823208e-27,1.4153047367510239e-27,0.002381979531280082,0.5834523515767235,0.4064993806908093
1791.0,1.2756403072522479e-27,1.2219308298857608e-27,0.0023816406376312455,0.5764505837846408,0.398898752885036
1792.0,6.954786094057411e-28,6.973556231957249e-28,0.0023727683692360614,0.5778892778688136,0.4000533021920372
1793.0,1.2831482485889638e-27,1.240997890387261e-27,0.0023891413473707767,0.5748049444744805,0.3990822380865891
1794.0,1.3477882537858635e-27,1.4692981193479167e-27,0.0023586440325071363,0.5847535096863227,0.4093698576595595
1795.0,1.0586824644013302e-27,1.0672514670334157e-27,0.0023458059960636806,0.582271372191078,0.4014346835871983
1796.0,8.431941911731727e-28,8.271095660898828e-28,0.0023774562652003704,0.5837160237648586,0.4024095305800397
1797.0,6.305534230562169e-28,6.503856774792826e-28,0.0023426098023264256,0.5872324565296174,0.40607230646975806
1798.0,5.34392875425393e-28,5.693224054171753e-28,0.002332375256201027,0.5862168837751384,0.4044561729098355
1799.0,4.8948781707911555e-28,5.046413186588795e-28,0.00230907899963963,0.5823264347072629,0.4073424530108818
1800.0,4.313312450596851e-28,4.386268026875948e-28,0.0023322455508910066,0.5836689556571298,0.4052920251249831
1801.0,4.685138755635511e-28,4.921787480059216e-28,0.0023287894668146724,0.5810688796503599,0.4053898263250393
1802.0,4.773497117286482e-28,4.966253666134817e-28,0.002283242794010905,0.5844712682334429,0.40733249129623245
1803.0,4.394341081548918e-28,4.60335237615307e-28,0.002318193056649345,0.5843740071580703,0.4059523239605798
1804.0,4.133050504165433e-28,4.271259168136893e-28,0.0022839874706052916,0.5879637772792208,0.40881161511132263
1805.0,4.424761164966107e-28,4.440165316775819e-28,0.0023064792635263927,0.5828310953846779,0.407247835949412
1806.0,4.341279040088408e-28,4.336912179992825e-28,0.002294120381315743,0.5901493459640372,0.41359062242978983
1807.0,4.283786693853791e-28,4.526454684516691e-28,0.00226058998069598,0.5900481224423322,0.41118149517576896
1808.0,3.663610796332305e-28,3.6837459615565085e-28,0.002252867074346689,0.5885575543590855,0.41270125681996217
1809.0,4.216822236574401e-28,4.3663921631289e-28,0.002281794446632831,0.5885288342266005,0.4140803981334464
1810.0,4.132971403148979e-28,4.119521941949614e-28,0.002250870047290639,0.5912824461151847,0.41510097785527994
1811.0,3.948611000165284e-28,4.091033820755168e-28,0.002251305356152854,0.5851918960669722,0.4114894030808946
1812.0,3.805048671729534e-28,3.876218168085582e-28,0.002234871183717435,0.5895154518630575,0.4117731464856276
1813.0,3.8391528618675883e-28,4.0113500821778e-28,0.002252317803496952,0.5878650151183091,0.41138339168780497
1814.0,3.8329479968014183e-28,3.903150033958313e-28,0.002236500487593446,0.5869555412068578,0.40908432208363993
1815.0,3.7889001495086434e-28,3.9179811402658657e-28,0.0022358066506164755,0.5865744711271503,0.4142274707080967
1816.0,3.44019060026529e-28,3.4209192986933674e-28,0.0022346532519446904,0.5923338462214376,0.4144949890006198
1817.0,3.906653194732639e-28,4.0226564157733316e-28,0.002223728704796587,0.5855699334890762,0.4148254594485764
1818.0,3.836244347560074e-28,3.8904922561054076e-28,0.002201546237874436,0.5847371588949014,0.41201811629758
1819.0,3.9174732855680932e-28,3.99476516773074e-28,0.002194456456131057,0.5879508361394342,0.4163615035505201
1820.0,3.890503139217152e-28,3.8832881775251597e-28,0.0021862038862082234,0.5893671675307646,0.41572836016550674
1821.0,4.146059621164506e-28,4.36322464079036e-28,0.002185722303207769,0.5861762758185933,0.41653925306923006
1822.0,4.545035138933425e-28,4.676252683859959e-28,0.002201999771184654,0.5880279507805287,0.41715938951484594
1823.0,4.475983713807481e-28,4.459744898974926e-28,0.002174805200155372,0.58622329107732,0.41780157827004105
1824.0,3.6303239697012665e-28,3.650235129942636e-28,0.0021617671901588507,0.5887918187491628,0.4175886022123481
1825.0,4.378128801273252e-28,4.4628294364005755e-28,0.002134733519074282,0.5849529991026587,0.41737440970529993
1826.0,4.569182076641559e-28,4.555189445612846e-28,0.002180609114903113,0.5929395617220513,0.421783565367316
1827.0,4.288678036758347e-28,4.370333651985992e-28,0.002148229438851914,0.5869323556966495,0.41550597452707794
1828.0,3.804173529042171e-28,3.8238938634626793e-28,0.002138762327688076,0.589905907849559,0.4169715423659561
1829.0,3.8437826380249744e-28,3.9812882028865055e-28,0.002131972090789514,0.5880958186378908,0.4136659087916147
1830.0,3.687484899829045e-28,3.6743413223600054e-28,0.002130569609457423,0.5874001936371795,0.40932015071094924
1831.0,3.886761576004171e-28,3.9245751374856146e-28,0.002142838645674541,0.5862567311063586,0.41271866309761945
1832.0,3.2942066543401617e-28,3.308695944351947e-28,0.0021080756336325883,0.5877987632058194,0.41397483265938606
1833.0,3.7226364399830144e-28,3.7774537327881565e-28,0.0021180971210584248,0.5876137532109023,0.4105576196374608
1834.0,3.6487951191504204e-28,3.671936680082184e-28,0.0021180147015088984,0.5890936867021556,0.40866812203112757
1835.0,3.5977528166920146e-28,3.632661470146096e-28,0.002092863703955429,0.5882100496042524,0.40633838852795306
1836.0,3.63050698755168e-28,3.5607053264224654e-28,0.0020973978172306885,0.5891939447438492,0.4061693498308091
