bin_center,original_r2,galerkin_r2,wavelet_db32_r2,standard_p4_r2,hybrid_N12_p4_int64_r2,original_r4,galerkin_r4,wavelet_db32_r4,standard_p4_r4,hybrid_N12_p4_int64_r4,original_r8,galerkin_r8,wavelet_db32_r8,standard_p4_r8,hybrid_N12_p4_int64_r8
-15.35,2.5761950187861486e-06,1.311950289159947e-07,9.654845448756162e-06,1.3978726033075127e-05,4.573963029830382e-06,1.3424233184560853e-06,1.0142752624295076e-07,5.0296240399158575e-06,1.167632652089468e-05,1.5154474736353589e-06,1.493040741143931e-07,1.1347109632693874e-07,9.615182642855528e-07,6.509674927594468e-06,6.091606533096037e-07
-15.25,2.7491078185657446e-06,1.6697389895132843e-07,9.88136277924725e-06,1.4801564477884888e-05,4.746857692036187e-06,1.312579171354994e-06,1.6108924069859258e-07,5.292092500022868e-06,1.1759744555204949e-05,1.7302188037975398e-06,1.731910742844512e-07,1.0152580216674725e-07,9.73453306922678e-07,6.2348952403575156e-06,7.34569076495465e-07
-15.15,2.9220451867618544e-06,1.2523042421349634e-07,1.0543300780753854e-05,1.4765783097197012e-05,4.7587844701568805e-06,1.187287523180199e-06,1.491567043505487e-07,5.733597398559162e-06,1.2177391495268037e-05,1.6407247277390464e-06,2.0902371034330315e-07,1.6124686226483387e-07,1.134700173713551e-06,7.303905056472454e-06,6.629038007398099e-07
-15.049999,2.8564754953670493e-06,1.5504867053708463e-07,1.0907172529817802e-05,1.5296686124077517e-05,4.526255462374525e-06,1.3961202511943286e-06,1.19326501462295e-07,6.300454313346555e-06,1.207011167693916e-05,1.903258834998738e-06,1.552762370789688e-07,1.3138758522066591e-07,1.128738831987388e-06,6.7067568290720985e-06,8.181863676805462e-07
-14.95,3.023422264669919e-06,2.0871737368916054e-07,1.131854348522105e-05,1.577958888335351e-05,4.8482353060620845e-06,1.4438370884904934e-06,2.446169951348998e-07,6.246697686047287e-06,1.3030584529968345e-05,1.8793755972283623e-06,2.2096792236292048e-07,1.4930265024521654e-07,1.3258075713916226e-06,7.489040834682304e-06,9.495649037624304e-07
-14.85,3.399146205342835e-06,1.669754913476296e-07,1.1682422627617865e-05,1.703806325789063e-05,5.212051744552483e-06,1.6705712407453505e-06,1.312591516085245e-07,6.4078484209604165e-06,1.3364829538479347e-05,1.8972925063623784e-06,2.6277517044133183e-07,2.0902570376015033e-07,1.2899872365570148e-06,8.068413602917546e-06,9.077688166966644e-07
-14.75,3.488564151542214e-06,2.9220432316482477e-07,1.264241948823426e-05,1.732415181638018e-05,5.551915215183027e-06,1.79584695717206e-06,2.744483360050096e-07,6.920887598677032e-06,1.3925542258674962e-05,2.177689184090007e-06,2.448563464021551e-07,1.731910742844512e-07,1.4213612702306585e-06,8.390831238220604e-06,1.0749791363348268e-06
-14.65,3.8046221003144145e-06,2.3853414135904064e-07,1.252911478527367e-05,1.7759491948082674e-05,5.5101714917605985e-06,1.992733832875309e-06,2.3268445878685596e-07,7.2967633906741465e-06,1.4641508441640255e-05,2.058363749345349e-06,2.866610884708158e-07,2.329121343825378e-07,1.5826081370215314e-06,8.779019160273513e-06,1.1108117742126544e-06
-14.549999,3.852365699388547e-06,2.981705202636243e-07,1.3906794062074966e-05,1.8773476771382466e-05,6.040970729098015e-06,2.112079354370907e-06,3.10248903801967e-07,7.648846997831708e-06,1.4516352797821542e-05,2.4163630977256706e-06,3.404132889808162e-07,2.747194963704833e-07,1.648317024489519e-06,8.910490818321969e-06,1.1287388576030893e-06
-14.45,4.287654059758721e-06,3.2202109083470486e-07,1.3841063977448922e-05,1.8898532566646742e-05,6.303302236786745e-06,2.0762615983251723e-06,3.5797609044131686e-07,8.084312669144291e-06,1.580495348895886e-05,2.559530575272912e-06,3.284658305394764e-07,3.105495125100504e-07,1.8752413397160789e-06,9.220956179226058e-06,1.2541423257239647e-06
